id_anonimo,campus,tipo_campus,cargo,classe_cargo,nivel_pretendido,nivel_reconhecido,status
669ba1bff2b892ca,PAR,Interior,Contador,Classe E,RSC-VI,RSC-VI,Deferido
64675c28754b022a,RE,Capital,Engenheiro,Classe E,RSC-VI,RSC-VI,Deferido
e5c0c1ef7e87578c,CNAT,Capital,Administrador,Classe E,RSC-V,RSC-V,Deferido
6adf4dca58dc7012,AP,Interior,Tradutor e Intérprete de Libras,Classe D,RSC-VI,RSC-VI,Deferido
4206903385c99f9a,LAJ,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
44ffea0b4b5668f6,RE,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
bab3b93034f6cd80,CNAT,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
91fb74c0f1126beb,LAJ,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
906422103e4a9ed0,IP,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
977278300955c896,RE,Capital,Auditor,Classe E,RSC-V,RSC-V,Deferido
b024cf5f8e5728a5,RE,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
18f9bd1f2f87830c,RE,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
cff22cb2caa21270,PF,Interior,Contador,Classe E,RSC-V,RSC-V,Deferido
963ad030cfa40afa,MC,Interior,Pedagogo,Classe E,RSC-V,RSC-V,Deferido
e651df34c923180d,CH,Capital,Técnico em Assuntos Educacionais,Classe E,RSC-VI,RSC-VI,Deferido
06bf7e56b41f6882,RE,Capital,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
05c45a672e55f562,CH,Capital,Odontólogo - 40 Horas,Classe E,RSC-VI,RSC-VI,Deferido
1883f96f206a7635,IP,Interior,Odontólogo - 40 Horas,Classe E,RSC-VI,RSC-VI,Deferido
bec8e1e7afca18e5,PF,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
f3caf822853792ce,AP,Interior,Psicólogo,Classe E,RSC-VI,RSC-VI,Deferido
cfe3257442eca706,NC,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
9388a9beff38c4b9,RE,Capital,Auditor,Classe E,RSC-V,RSC-V,Deferido
2bad2b15367fd4fb,CN,Interior,Assistente de Aluno,Classe C,RSC-V,RSC-V,Deferido
fa915381cf74e3ea,CNAT,Capital,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
226bbc8f0cc4b820,CN,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
fedff5565831acd4,CM,Interior,Secretario Executivo,Classe E,RSC-VI,RSC-VI,Deferido
0ac826c89d31be1f,SGA,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
2025491a2f723dc7,RE,Capital,Técnico De Tecnologia da Informação,Classe D,RSC-VI,RSC-VI,Deferido
15129645010271cd,CNAT,Capital,Técnico em Assuntos Educacionais,Classe E,RSC-V,RSC-V,Deferido
5e2ba1b5d9470be6,CNAT,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
94b6450bd5c9912d,ZL,Capital,Técnico em Contabilidade,Classe D,RSC-VI,RSC-VI,Deferido
e233d34da09d69d0,CANG,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
93cc3f6395f46252,CH,Capital,Técnico em Assuntos Educacionais,Classe E,RSC-VI,RSC-VI,Deferido
3453ad89642f346f,JC,Interior,Técnico em Eletrotécnica,Classe D,RSC-III,RSC-III,Deferido
eea8ec4585e02e1f,ZN,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
15c05540b71d3ef3,RE,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
1d4d85ac07074d7b,PAR,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
58100671fb76ee28,SGA,Interior,Técnico em Audiovisual,Classe D,RSC-V,RSC-V,Deferido
7d428fe44c39cfa6,CH,Capital,Assistente de Aluno,Classe C,RSC-VI,RSC-VI,Deferido
83bf931205a83a83,RE,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
ba510c429ce8bc15,NC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
756df20847b983a0,CH,Capital,Psicólogo,Classe E,RSC-VI,RSC-VI,Deferido
ce7835fc07cbb382,CA,Interior,Auxiliar em Administração,Classe C,RSC-VI,RSC-VI,Deferido
67f62c660ead760d,CH,Capital,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
64f8b2e0c7ca7826,CN,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
a523951264db3835,RE,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
952909fc0b356db2,PAR,Interior,Assistente de Aluno,Classe C,RSC-V,RSC-V,Deferido
9a633923cb444410,SPP,Interior,Técnico em Assuntos Educacionais,Classe E,RSC-VI,RSC-VI,Deferido
d3914c4433bfa6f3,PF,Interior,Contador,Classe E,RSC-V,RSC-V,Deferido
2f2016bc8ab46462,IP,Interior,Assistente de Aluno,Classe C,RSC-VI,RSC-VI,Deferido
3870a4514a01dd01,IP,Interior,Bibliotecário-Documentalista,Classe E,RSC-VI,RSC-VI,Deferido
32541824728c0ca0,ZN,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
6615fa702812cfe4,RE,Capital,Analista De Técnico Da Informacao,Classe E,RSC-VI,RSC-VI,Deferido
abe80a4c1b3e84d5,CANG,Interior,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
04769bb9e7a41bf0,ZN,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
e7bedf7b6d5e4b67,CNAT,Capital,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
d3f4eca94842d63b,CANG,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
260fd555cf56955a,SC,Interior,Engenheiro,Classe E,RSC-VI,RSC-VI,Deferido
766c86ac1ba69ee4,RE,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
71635ae84db08de0,PF,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
af31c2e05bd49579,ZN,Capital,Assistente Social,Classe E,RSC-V,RSC-V,Deferido
f4d02ac11bfd66ba,JC,Interior,Auxiliar De Biblioteca,Classe C,RSC-V,RSC-V,Deferido
cba4eaa1ea6c8182,NC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
443d32c01487fb73,PAAS,Interior,Técnico em Edificações,Classe D,RSC-V,RSC-V,Deferido
b7d6575d013281ff,MO,Interior,Técnico em Assuntos Educacionais,Classe E,RSC-VI,RSC-VI,Deferido
0bd4d751a99e812d,MO,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
e4295db3ed6438bd,SPP,Interior,Auxiliar em Administração,Classe C,RSC-VI,RSC-VI,Deferido
3888cd1957fadd7f,SC,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
82375dd18246b11f,AP,Interior,Contador,Classe E,RSC-VI,RSC-VI,Deferido
6d3074be9d403d16,CN,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
2d565f36231eb12a,CNAT,Capital,Arquivista,Classe E,RSC-V,RSC-V,Deferido
ff8f00f8e50d8493,CNAT,Capital,Nutricionista,Classe E,RSC-VI,RSC-VI,Deferido
8d12e47f0158ba44,JC,Interior,Assistente de Aluno,Classe C,RSC-III,RSC-III,Deferido
7102be5acf6754a9,MO,Interior,Operador De Maquina Copiadora,Classe C,RSC-V,RSC-V,Deferido
5d116a9cf5e303d1,SGA,Interior,Técnico em Assuntos Educacionais,Classe E,RSC-V,RSC-V,Deferido
fb983c2c27d52008,IP,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
e107d14e36acad64,MO,Interior,Odontólogo - 30H - Dec Jud,Classe E,RSC-V,RSC-V,Deferido
69031c3558e27e6d,AP,Interior,Engenheiro Agronomo,Classe E,RSC-VI,RSC-VI,Deferido
aac2dd9866a81e10,PF,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
60e3be6f75c5b3c5,PF,Interior,Psicólogo,Classe E,RSC-VI,RSC-VI,Deferido
83525bb677fe4f0b,CN,Interior,Assistente de Aluno,Classe C,RSC-V,RSC-V,Deferido
9d3805a8d1c45629,RE,Capital,Engenheiro,Classe E,RSC-VI,RSC-VI,Deferido
8bdcf4945f8ae883,PAR,Interior,Assistente de Aluno,Classe C,RSC-V,RSC-V,Deferido
83a216f1737b35da,PAR,Interior,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
ac10bb7d6d152875,IP,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
f15bbb22201ffe17,JC,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
9163d5ff2d2c254a,RE,Capital,Administrador,Classe E,RSC-VI,RSC-VI,Deferido
b7f170f683251382,ZL,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
1dde831ebdbc6c22,AP,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
d4c3b5a02a7286c1,CANG,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
450e357c366b2b15,SC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
9e4d9ba014d05e3e,CA,Interior,Técnico De Tecnologia da Informação,Classe D,RSC-V,RSC-V,Deferido
256de621ef880363,CNAT,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
0de30e89445caf03,AP,Interior,Técnico em Assuntos Educacionais,Classe E,RSC-V,RSC-V,Deferido
f282d7fea1094f57,RE,Capital,Analista De Técnico Da Informacao,Classe E,RSC-VI,RSC-VI,Deferido
5e50180dc4787631,CM,Interior,Psicólogo,Classe E,RSC-V,RSC-V,Deferido
29aaa96cb7cb7264,CANG,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
51402b7b320ef8ee,RE,Capital,Auditor,Classe E,RSC-V,RSC-V,Deferido
29458ff2b47ead42,RE,Capital,Operador De Tele-Impressora,Classe D,RSC-VI,RSC-VI,Deferido
513a4ab2bd450d5d,SC,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
3e4ecb95a7128dc6,MO,Interior,Auxiliar De Mecanica,Classe D,RSC-V,RSC-V,Deferido
d3c3acad57b1d0bb,MO,Interior,Pedagogo,Classe E,RSC-V,RSC-V,Deferido
5f0b11dbb5f39af7,ZN,Capital,Pedagogo,Classe E,RSC-V,RSC-V,Deferido
ce6b04c678af4e6d,SGA,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
96597f8ebe714c4b,IP,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
7563d6638a7cf83d,ZN,Capital,Secretario Executivo,Classe E,RSC-VI,RSC-VI,Deferido
c1c287e3024fc104,MC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
e8bfa94ca3b6fea1,RE,Capital,Técnico Em Seguranca Do Trabalho,Classe D,RSC-V,RSC-V,Deferido
6780ef6fb4fcee95,MO,Interior,Enfermeiro,Classe E,RSC-V,RSC-V,Deferido
8eb8c2ec535cf6a0,PAAS,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
83c185146550a0d0,CM,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
dcfd1347c36e1c6e,CA,Interior,Técnico em Assuntos Educacionais,Classe E,RSC-VI,RSC-VI,Deferido
5353ce683f16de8a,PAR,Interior,Assistente de Aluno,Classe C,RSC-VI,RSC-VI,Deferido
6e4d14a54f0e455d,RE,Capital,Programador Visual,Classe E,RSC-VI,RSC-VI,Deferido
0905f760cd024db0,CNAT,Capital,Economista,Classe E,RSC-VI,RSC-VI,Deferido
35845734349e89e8,SPP,Interior,Auxiliar De Biblioteca,Classe C,RSC-V,RSC-V,Deferido
03086f78b1f731aa,CA,Interior,Auxiliar De Biblioteca,Classe C,RSC-V,RSC-V,Deferido
f45aea16e3d55a2b,SGA,Interior,Tecnólogo,Classe E,RSC-V,RSC-V,Deferido
69b1a578c5806f6c,CN,Interior,Odontólogo - 30H - Dec Jud,Classe E,RSC-VI,RSC-VI,Deferido
55efb77432f63052,CANG,Interior,Técnico em Enfermagem,Classe D,RSC-VI,RSC-VI,Deferido
928bf150b9347502,JC,Interior,Assistente de Aluno,Classe C,RSC-V,RSC-V,Deferido
940caf4067c0370d,SC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
a9fadb2b6aedfd70,CNAT,Capital,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
228f957ff52dfe6c,SPP,Interior,Psicólogo,Classe E,RSC-VI,RSC-VI,Deferido
9dec39466bfb6ca9,PAR,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
dd44a4f0974d1e58,CH,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
d3421a6eaf5e0f34,CNAT,Capital,Técnico Em Secretariado,Classe D,RSC-VI,RSC-VI,Deferido
03980d97d4d42b6c,CNAT,Capital,Vigilante,Classe D,RSC-V,RSC-V,Deferido
3456dc47f394ca3b,MO,Interior,Porteiro,Classe C,RSC-V,RSC-V,Deferido
16e8abb6091c6d99,JC,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
b88163e13b3fed83,ZN,Capital,Médico,Classe E,RSC-VI,RSC-VI,Deferido
ca7b3d700015589a,PAR,Interior,Pedagogo,Classe E,RSC-VI,RSC-VI,Deferido
19eb97f07836ac7b,CNAT,Capital,Vigilante,Classe D,RSC-V,RSC-V,Deferido
ccdbe444acc407e9,MC,Interior,Técnico em Enfermagem,Classe D,RSC-V,RSC-V,Deferido
80ab1c33a8f81dc0,CN,Interior,Técnico em Assuntos Educacionais,Classe E,RSC-VI,RSC-VI,Deferido
e97aae4f6b7e5a8b,JC,Interior,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
de29c33d3fae61f0,RE,Capital,Técnico em Audiovisual,Classe D,RSC-V,RSC-V,Deferido
898333f9a6d9610c,RE,Capital,Tecnólogo,Classe E,RSC-V,RSC-V,Deferido
c0849741be915efb,RE,Capital,Auxiliar em Administração,Classe C,RSC-VI,RSC-VI,Deferido
1efa056c2aff2b4a,CNAT,Capital,Arquiteto E Urbanista,Classe E,RSC-VI,RSC-VI,Deferido
77013e9fdb922fb1,ZL,Capital,Técnico De Tecnologia da Informação,Classe D,RSC-V,RSC-V,Deferido
a12a01a70476987b,CM,Interior,Técnico em Assuntos Educacionais,Classe E,RSC-VI,RSC-VI,Deferido
6b061677b88e45cd,CNAT,Capital,Engenheiro,Classe E,RSC-VI,RSC-VI,Deferido
aab0a38d307a722c,SC,Interior,Técnico De Tecnologia da Informação,Classe D,RSC-V,RSC-V,Deferido
d020f252570cbd36,PAR,Interior,Técnico em Enfermagem,Classe D,RSC-V,RSC-V,Deferido
a513c5bc8f1cad66,CNAT,Capital,Servente De Limpeza,Classe D,RSC-V,RSC-V,Deferido
31b08c62a8f3b91a,CNAT,Capital,Técnico em Audiovisual,Classe D,RSC-V,RSC-V,Deferido
bb22d90476deffe0,CN,Interior,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
a3182c82bddf2dfe,CNAT,Capital,Impressor,Classe C,RSC-V,RSC-V,Deferido
8c354cf7caca2128,RE,Capital,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
fcdbbe7f69cb86a8,PF,Interior,Técnico De Tecnologia da Informação,Classe D,RSC-V,RSC-V,Deferido
cf22a13f6124cf6d,CH,Capital,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
ef697029de6aa3e9,CNAT,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
dd1a1b2be741f83b,ZL,Capital,Auxiliar em Administração,Classe C,RSC-VI,RSC-VI,Deferido
eb3cc6c4cb0cc456,CH,Capital,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
46454af1073d8d73,TOU,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
0e033e62c32288ad,ZL,Capital,Tradutor e Intérprete de Libras,Classe D,RSC-V,RSC-V,Deferido
6fb4f3065235dcad,AP,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
14aed444ab568fe3,PF,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
cd69da328f1807f0,CNAT,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
c98eb0f79796c2f6,CA,Interior,Médico,Classe E,RSC-V,RSC-V,Deferido
d191627a160e2a6f,RE,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
1fd631a860a21dad,MO,Interior,Auditor,Classe E,RSC-VI,RSC-VI,Deferido
c51def422ecafbd2,CNAT,Capital,Telefonista,Classe C,RSC-VI,RSC-VI,Deferido
a48fe67b2cea0e1a,NC,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
5ff513fcaa4c10ad,CNAT,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
5f9ee532b73244fa,CNAT,Capital,Assistente de Laboratório,Classe C,RSC-VI,RSC-VI,Deferido
6cb09574c1e7e0a8,RE,Capital,Secretario Executivo,Classe E,RSC-V,RSC-V,Deferido
1721b5414638a5d7,ZN,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
dd0ee4d0323a8233,SGA,Interior,Assistente Social,Classe E,RSC-V,RSC-V,Deferido
96a149256b089ded,RE,Capital,Vigilante,Classe D,RSC-V,RSC-V,Deferido
e8ddea4b727cab97,CNAT,Capital,Vigilante,Classe D,RSC-V,RSC-V,Deferido
103aa832760be9e7,RE,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
b2b9fff44b0aaa48,NC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
671d38a2aeda7617,CH,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
eafd0cfeec9d5e1e,CH,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
d710dd7e668dd74a,CH,Capital,Técnico em Assuntos Educacionais,Classe E,RSC-V,RSC-V,Deferido
c9b24445b59c97fd,SC,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
b8a77faec69de8c6,CNAT,Capital,Motorista,Classe C,RSC-V,RSC-V,Deferido
24e516ca1af55dbb,SGA,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
ebee42998722bcf9,PF,Interior,Técnico em Enfermagem,Classe D,RSC-VI,RSC-VI,Deferido
77a30c24a7972322,CNAT,Capital,Vigilante,Classe D,RSC-V,RSC-V,Deferido
61f471d5ceda03a0,CNAT,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
797e572abfe27c93,PF,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
290e6a6f097f8666,JC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
b1d2c1ceb6ced495,SC,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
4604c42f66276f33,CN,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
f82739dc1941418f,IP,Interior,Psicólogo,Classe E,RSC-VI,RSC-VI,Deferido
deaed41c24a4a7e5,RE,Capital,Nutricionista,Classe E,RSC-VI,RSC-VI,Deferido
993166f300a53c47,CNAT,Capital,Vigilante,Classe D,RSC-V,RSC-V,Deferido
5e9aa266a325aa60,CA,Interior,Técnico em Enfermagem,Classe D,RSC-V,RSC-V,Deferido
2b4602e0a2a618ca,SC,Interior,Tradutor e Intérprete de Libras,Classe D,RSC-VI,RSC-VI,Deferido
b7d76a462be6004c,CNAT,Capital,Técnico De Tecnologia da Informação,Classe D,RSC-V,RSC-V,Deferido
f66ff4bf1a677368,AP,Interior,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
b8cc4f1faed16a0d,CNAT,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
1daf2e5ae5421551,SGA,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
d753e7ee5e7c3c10,RE,Capital,Analista De Técnico Da Informacao,Classe E,RSC-VI,RSC-VI,Deferido
f23010f01d7e9868,CM,Interior,Bibliotecário-Documentalista,Classe E,RSC-V,RSC-V,Deferido
4be0e66fb69c708a,CA,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
b2cb6063e0d990af,NC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
024a87a78b84f139,SGA,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
791b523dc63ef18b,RE,Capital,Analista De Técnico Da Informacao,Classe E,RSC-VI,RSC-VI,Deferido
1ac43ff265923514,AP,Interior,Administrador,Classe E,RSC-VI,RSC-VI,Deferido
34b63a6b6b638b5e,RE,Capital,Técnico De Tecnologia da Informação,Classe D,RSC-V,RSC-V,Deferido
657a642b0155041c,CNAT,Capital,Pedagogo,Classe E,RSC-VI,RSC-VI,Deferido
198e3c06ed22d658,PAR,Interior,Pedagogo,Classe E,RSC-VI,RSC-VI,Deferido
a3ddc35257fe8d3f,RE,Capital,Tecnólogo,Classe E,RSC-VI,RSC-VI,Deferido
4662d5b9441d3d3b,CH,Capital,Bibliotecário-Documentalista,Classe E,RSC-V,RSC-V,Deferido
393fbce537d9d583,SGA,Interior,Técnico De Tecnologia da Informação,Classe D,RSC-VI,RSC-VI,Deferido
8d650dbbcf5548ef,CNAT,Capital,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
baaa19cf13778346,AP,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
6bf559958b263db8,ZN,Capital,Técnico de Laboratório Area,Classe D,RSC-V,RSC-V,Deferido
b5db034fd122af31,SGA,Interior,Odontólogo - 30H - Dec Jud,Classe E,RSC-VI,RSC-VI,Deferido
b8a76db7c39acd4f,CNAT,Capital,Nutricionista,Classe E,RSC-V,RSC-V,Deferido
277d60b417c67be8,SPP,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
6af68a097883f885,CNAT,Capital,Mecanico,Classe C,RSC-V,RSC-V,Deferido
618610227fe0323d,RE,Capital,Psicólogo,Classe E,RSC-VI,RSC-VI,Deferido
46eb34860fcf2fd0,PAAS,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
9639f222c5df8bc2,NC,Interior,Administrador,Classe E,RSC-VI,RSC-VI,Deferido
51e3be4f2bfb39bb,RE,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
689e1c4582a7ab3c,CH,Capital,Tecnólogo,Classe E,RSC-VI,RSC-VI,Deferido
a41561ff38d25811,LAJ,Interior,Técnico Em Secretariado,Classe D,RSC-V,RSC-V,Deferido
90caf50f1c2ecc2d,SPP,Interior,Tradutor e Intérprete de Libras,Classe D,RSC-V,RSC-V,Deferido
da5bbd265f9e2564,PAR,Interior,Engenheiro,Classe E,RSC-VI,RSC-VI,Deferido
48142476a1ba60f0,SC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
ef275ced8c3f7ec2,NC,Interior,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
810f04a45ab675fb,MO,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
04d5eb2fb09f09e3,SC,Interior,Tecnólogo,Classe E,RSC-V,RSC-V,Deferido
6f204894a55de66a,SPP,Interior,Bibliotecário-Documentalista,Classe E,RSC-V,RSC-V,Deferido
62bb25833268ada0,MO,Interior,Pedagogo,Classe E,RSC-VI,RSC-VI,Deferido
6d199acff2b684cf,NC,Interior,Assistente de Aluno,Classe C,RSC-V,RSC-V,Deferido
1ae46a25f1c6e75d,SPP,Interior,Odontólogo - 30H - Dec Jud,Classe E,RSC-VI,RSC-VI,Deferido
6b31ad449cf2465c,PAR,Interior,Técnico em Audiovisual,Classe D,RSC-V,RSC-V,Deferido
17cacad0d9f72f3e,MO,Interior,Médico,Classe E,RSC-VI,RSC-VI,Deferido
7623716e8f6a981b,CM,Interior,Técnico em Contabilidade,Classe D,RSC-V,RSC-V,Deferido
41444eb665e0d81e,MC,Interior,Técnico De Tecnologia da Informação,Classe D,RSC-VI,RSC-VI,Deferido
cb883023f964a3db,NC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
a875ee516ae6dc49,CA,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
41e21e1b1064b40e,MO,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
c5ab21671ed639a4,MO,Interior,Assistente de Aluno,Classe C,RSC-VI,RSC-VI,Deferido
aa5d4dd61ff0421b,CA,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
8f141be80e247075,IP,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
4b7763e20ca1cefc,LAJ,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
3169fd4af055a0d7,PAR,Interior,Tradutor e Intérprete de Libras,Classe D,RSC-V,RSC-V,Deferido
3821521b54e6b704,CNAT,Capital,Assistente Social,Classe E,RSC-VI,RSC-VI,Deferido
8225763850a0bef9,IP,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
895e7913e77fc416,SGA,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
80aea6f9a7c0edfc,CNAT,Capital,Técnico em Mecânica,Classe D,RSC-V,RSC-V,Deferido
af47b285fc0c8803,CANG,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
80df29a1144059b6,SC,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
0380b25e73f54e00,MO,Interior,Técnico De Tecnologia da Informação,Classe D,RSC-V,RSC-V,Deferido
3a687bfa09863cfc,RE,Capital,Publicitario,Classe E,RSC-VI,RSC-VI,Deferido
d614716136e8da9b,RE,Capital,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
29955af1e64c184e,AP,Interior,Pedagogo,Classe E,RSC-VI,RSC-VI,Deferido
85e62486441b0694,CTM,Interior,Auxiliar em Administração,Classe C,RSC-V,RSC-V,Deferido
3231af5588f0d255,SGA,Interior,Assistente de Aluno,Classe C,RSC-V,RSC-V,Deferido
4cd75ce4bb863a5d,CM,Interior,Técnico Em Seguranca Do Trabalho,Classe D,RSC-V,RSC-V,Deferido
9af91af40d56891d,ZL,Capital,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
5ac789de88dea9fd,RE,Capital,Diagramador,Classe D,RSC-VI,RSC-VI,Deferido
6dee4229018aad95,MO,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
ea39eea9f98c2fd6,CH,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
ddb75923b4f0a105,PF,Interior,Assistente em Administração,Classe D,RSC-V,RSC-V,Deferido
92d4085e604f1462,AP,Interior,Técnico de Laboratório Area,Classe D,RSC-VI,RSC-VI,Deferido
ff9f7f4846f63999,SC,Interior,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
888e27aa9b7ce1cd,ZN,Capital,Assistente em Administração,Classe D,RSC-VI,RSC-VI,Deferido
f2ab4f4c8013fddc,CNAT,Capital,Médico,Classe E,RSC-VI,RSC-VI,Deferido
