id_anonimo,cargo,lotacao,tipo_campus
688,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/ZN,Capital
689,CONTADOR (PCIFE) - 701015,RE,Capital
690,MEDICO VETERINARIO - PCCTAE (PCMED) - 647002,RE,Capital
691,TECNICO EM AUDIOVISUAL (PCIFE) - 701221,DG/ZN,Capital
692,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/PAR,Interior
693,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
694,ADMINISTRADOR (PCIFE) - 701001,DG/PF,Interior
695,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
696,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/CNAT,Capital
697,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/LAJ,Interior
698,ASSISTENTE SOCIAL (PCIFE) - 701006,RE,Capital
699,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CSGA,Interior
700,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/MC,Interior
701,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/CN,Interior
702,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
703,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/PAR,Interior
704,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/AP,Interior
705,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
706,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,DG/ZL,Capital
707,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/CNAT,Capital
708,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CCAL,Capital
709,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
710,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
711,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
712,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
713,ADMINISTRADOR (PCIFE) - 701001,RE,Capital
714,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
715,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZL,Capital
716,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/CANG,Interior
717,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/ZN,Capital
718,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CANG,Interior
719,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/AP,Interior
720,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
721,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/LAJ,Interior
722,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZL,Capital
723,AUDITOR (PCIFE) - 701009,RE,Capital
724,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/JC,Interior
725,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
726,ASSISTENTE DE ALUNO (PCIFE) - 701403,NC,Interior
727,TECNICO EM CONTABILIDADE (PCIFE) - 701224,DG/CANG,Interior
728,TECNICO EM ENFERMAGEM (PCIFE) - 701233,CM,Interior
729,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
730,AUX EM ADMINISTRACAO (PCIFE) - 701405,CSGA,Interior
731,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SPO,Interior
732,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
733,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
734,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/CN,Interior
735,DIAGRAMADOR (PCIFE) - 701205,DG/ZL,Capital
736,TECNICO EM MECANICA (PCIFE) - 701245,DG/SC,Interior
737,AUDITOR (PCIFE) - 701009,RE,Capital
738,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/LAJ,Interior
739,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PF,Interior
740,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,CNAT,Capital
741,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/JUC,Interior
742,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/ZN,Capital
743,ENGENHEIRO DE SEG DO TRABALHO (PCIFE) - 701032,RE,Capital
744,ADMINISTRADOR (PCIFE) - 701001,DG/CN,Interior
745,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CNAT,Capital
746,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
747,MEDICO - PCCTAE (PCMED) - 647001,DG/CNAT,Capital
748,ASSISTENTE SOCIAL (PCIFE) - 701006,RE,Capital
749,MEDICO - PCCTAE (PCMED) - 647001,CCAL,Capital
750,ASSISTENTE SOCIAL (PCIFE) - 701006,NC,Interior
751,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/CANG,Interior
752,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
753,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
754,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
755,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,CM,Interior
756,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/SC,Interior
757,TECNICO EM SECRETARIADO (PCIFE) - 701275,DG/SC,Interior
758,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,CM,Interior
759,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PF,Interior
760,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
761,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/MC,Interior
762,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CSGA,Interior
763,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
764,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
765,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
766,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
767,PEDAGOGO-AREA (PCIFE) - 701058,RE,Capital
768,PEDAGOGO-AREA (PCIFE) - 701058,DG/CNAT,Capital
769,TECNICO EM ENFERMAGEM (PCIFE) - 701233,CCAL,Capital
770,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CN,Interior
771,MOTORISTA (PCIFE) - 701445,DG/CNAT,Capital
772,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/SC,Interior
773,TECNOLOGO-FORMACAO (PCIFE) - 701081,CCAL,Capital
774,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,CSGA,Interior
775,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/AP,Interior
776,AUX EM ADMINISTRACAO (PCIFE) - 701405,CSGA,Interior
777,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/SPO,Interior
778,TECNICO EM QUIMICA (PCIFE) - 701256,DG/MC,Interior
779,TECNICO EM MECANICA (PCIFE) - 701245,DG/CNAT,Capital
780,MEDICO - PCCTAE (PCMED) - 647001,CCAL,Capital
781,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
782,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/ZN,Capital
783,AUXILIAR DE BIBLIOTECA (PCIFE) - 701409,DG/JC,Interior
784,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
785,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
786,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
787,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/JC,Interior
788,TECNOLOGO-FORMACAO (PCIFE) - 701081,RE,Capital
789,TECNICO EM CONTABILIDADE (PCIFE) - 701224,DG/PAR,Interior
790,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/MO,Interior
791,SERVENTE DE LIMPEZA (PCIFE) - 701823,DG/MO,Interior
792,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/SPO,Interior
793,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/MC,Interior
794,MOTORISTA (PCIFE) - 701445,DG/CNAT,Capital
795,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/LAJ,Interior
796,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/ZN,Capital
797,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,NC,Interior
798,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/MO,Interior
799,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
800,TECNOLOGO-FORMACAO (PCIFE) - 701081,CSGA,Interior
801,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
802,ENGENHEIRO-AREA (PCIFE) - 701031,DG/CN,Interior
803,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
804,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
805,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/ZL,Capital
806,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
807,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CNAT,Capital
808,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
809,ODONTOLOGO - 30H - DEC JUD (PCIFE) - 701093,CSGA,Interior
810,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/CNAT,Capital
811,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/CNAT,Capital
812,AUXILIAR DE ENFERMAGEM (PCIFE) - 701411,DG/CNAT,Capital
813,ASSISTENTE DE LABORATORIO (PCIFE) - 701437,DG/MO,Interior
814,ENGENHEIRO-AREA (PCIFE) - 701031,RE,Capital
815,ASSISTENTE DE ALUNO (PCIFE) - 701403,NC,Interior
816,PEDAGOGO-AREA (PCIFE) - 701058,DG/MO,Interior
817,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,CCAL,Capital
818,MEDICO - PCCTAE (PCMED) - 647001,RE,Capital
819,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,DG/CNAT,Capital
820,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZL,Capital
821,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CA,Interior
822,ARQUITETO E URBANISTA (PCIFE) - 701004,RE,Capital
823,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
824,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/IP,Interior
825,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
826,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SPO,Interior
827,ECONOMISTA (PCIFE) - 701026,RE,Capital
828,PSICOLOGO-AREA (PCIFE) - 701060,DG/ZN,Capital
829,PEDAGOGO-AREA (PCIFE) - 701058,DG/ZL,Capital
830,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/CA,Interior
831,SECRETARIO EXECUTIVO (PCIFE) - 701076,DG/CANG,Interior
832,SECRETARIO EXECUTIVO (PCIFE) - 701076,RE,Capital
833,ATENDENTE DE CONSULTORIO-AREA (PCIFE) - 701609,MO,Interior
834,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/SPO,Interior
835,PUBLICITARIO (PCIFE) - 701067,RE,Capital
836,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PAR,Interior
837,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CNAT,Capital
838,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/PAR,Interior
839,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/CNAT,Capital
840,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/CA,Interior
841,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
842,PEDAGOGO-AREA (PCIFE) - 701058,DG/CN,Interior
843,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
844,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CA,Interior
845,CONTADOR (PCIFE) - 701015,DG/CA,Interior
846,PEDAGOGO-AREA (PCIFE) - 701058,DG/CNAT,Capital
847,TECNICO EM SECRETARIADO (PCIFE) - 701275,CM,Interior
848,PEDAGOGO-AREA (PCIFE) - 701058,DG/ZN,Capital
849,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/SPO,Interior
850,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,RE,Capital
851,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/CNAT,Capital
852,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
853,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/CNAT,Capital
854,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/SPO,Interior
855,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/JC,Interior
856,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
857,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CN,Interior
858,ENGENHEIRO-AREA (PCIFE) - 701031,NC,Interior
859,AUX EM ADMINISTRACAO (PCIFE) - 701405,NC,Interior
860,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,CSGA,Interior
861,PEDAGOGO-AREA (PCIFE) - 701058,DG/MO,Interior
862,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/IP,Interior
863,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CNAT,Capital
864,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
865,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
866,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
867,ASSISTENTE DE ALUNO (PCIFE) - 701403,CSGA,Interior
868,PEDAGOGO-AREA (PCIFE) - 701058,DG/CNAT,Capital
869,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SPO,Interior
870,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
871,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
872,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
873,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/PAR,Interior
874,CONTADOR (PCIFE) - 701015,DG/CNAT,Capital
875,ENGENHEIRO-AREA (PCIFE) - 701031,DG/IP,Interior
876,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
877,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/MC,Interior
878,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PAAS,Interior
879,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/IP,Interior
880,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CM,Interior
881,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/SC,Interior
882,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/JUC,Interior
883,MEDICO - PCCTAE (PCMED) - 647001,DG/CANG,Interior
884,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,RE,Capital
885,MEDICO - PCCTAE (PCMED) - 647001,COAES/SPO,Interior
886,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
887,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
888,CONTADOR (PCIFE) - 701015,DG/JC,Interior
889,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/AP,Interior
890,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
891,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/AP,Interior
892,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
893,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
894,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
895,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
896,PROGRAMADOR VISUAL (PCIFE) - 701066,DG/PAR,Interior
897,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
898,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
899,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
900,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
901,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
902,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SC,Interior
903,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
904,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
905,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
906,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/MC,Interior
907,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZL,Capital
908,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
909,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/JUC,Interior
910,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,CCAL,Capital
911,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CANG,Interior
912,PEDAGOGO-AREA (PCIFE) - 701058,DG/CANG,Interior
913,AUDITOR (PCIFE) - 701009,RE,Capital
914,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/JC,Interior
915,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/PAR,Interior
916,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
917,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/MC,Interior
918,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/ZN,Capital
919,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
920,PEDAGOGO-AREA (PCIFE) - 701058,DG/MO,Interior
921,ASSISTENTE DE ALUNO (PCIFE) - 701403,CCAL,Capital
922,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
923,ENGENHEIRO-AREA (PCIFE) - 701031,DG/MO,Interior
924,PSICOLOGO-AREA (PCIFE) - 701060,DG/CANG,Interior
925,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
926,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/LAJ,Interior
927,ASSISTENTE SOCIAL (PCIFE) - 701006,CSGA,Interior
928,SERVENTE DE LIMPEZA (PCIFE) - 701823,DG/CNAT,Capital
929,PSICOLOGO-AREA (PCIFE) - 701060,CCAL,Capital
930,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SC,Interior
931,ODONTOLOGO - 30H - DEC JUD (PCIFE) - 701093,DG/MO,Interior
932,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/IP,Interior
933,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,CCAL,Capital
934,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/IP,Interior
935,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
936,PROCURADOR FEDERAL (CAJ) - 408001,RE,Capital
937,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,RE,Capital
938,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,CM,Interior
939,ASSISTENTE SOCIAL (PCIFE) - 701006,CM,Interior
940,REDATOR (PCIFE) - 701069,DG/SPO,Interior
941,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/PF,Interior
942,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
943,ADMINISTRADOR (PCIFE) - 701001,DG/CNAT,Capital
944,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/IP,Interior
945,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZL,Capital
946,CONTADOR (PCIFE) - 701015,DG/CA,Interior
947,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
948,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/MC,Interior
949,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
950,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
951,CONTADOR (PCIFE) - 701015,DG/PAR,Interior
952,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
953,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/ZN,Capital
954,ASSISTENTE DE LABORATORIO (PCIFE) - 701437,DG/CNAT,Capital
955,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/CNAT,Capital
956,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/AP,Interior
957,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,RE,Capital
958,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
959,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
960,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/PAAS,Interior
961,MEDICO - PCCTAE (PCMED) - 647001,DG/CNAT,Capital
962,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/ZL,Capital
963,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,NC,Interior
964,PEDAGOGO-AREA (PCIFE) - 701058,DG/PAR,Interior
965,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/PAR,Interior
966,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
967,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/SPO,Interior
968,ASSISTENTE DE LABORATORIO (PCIFE) - 701437,DG/CNAT,Capital
969,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
970,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CM,Interior
971,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
972,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
973,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
974,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
975,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CNAT,Capital
976,ENGENHEIRO-AREA (PCIFE) - 701031,RE,Capital
977,PEDAGOGO-AREA (PCIFE) - 701058,NC,Interior
978,PSICOLOGO-AREA (PCIFE) - 701060,DG/IP,Interior
979,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/SC,Interior
980,AUDITOR (PCIFE) - 701009,RE,Capital
981,AUXILIAR DE ENFERMAGEM (PCIFE) - 701411,DG/MO,Interior
982,VIGILANTE (PCIFE) - 701269,DG/MO,Interior
983,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
984,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CNAT,Capital
985,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
986,TECNICO EM ALIMENTOS E LATICINIOS (PCIFE) - 701215,DG/CN,Interior
987,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/MC,Interior
988,SECRETARIO EXECUTIVO (PCIFE) - 701076,RE,Capital
989,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
990,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
991,TECNICO EM ENFERMAGEM (PCIFE) - 701233,NC,Interior
992,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/MC,Interior
993,ADMINISTRADOR (PCIFE) - 701001,DG/CANG,Interior
994,PEDAGOGO-AREA (PCIFE) - 701058,RE,Capital
995,SECRETARIO EXECUTIVO (PCIFE) - 701076,RE,Capital
996,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/JC,Interior
997,TECNICO EM SECRETARIADO (PCIFE) - 701275,RE,Capital
998,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CA,Interior
999,ZOOTECNISTA (PCIFE) - 701085,DG/IP,Interior
1000,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/IP,Interior
1001,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CSGA,Interior
1002,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CNAT,Capital
1003,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
1004,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
1005,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
1006,ASSISTENTE DE ALUNO (PCIFE) - 701403,CM,Interior
1007,MEDICO - PCCTAE (PCMED) - 647001,DG/CNAT,Capital
1008,TECNOLOGO-FORMACAO (PCIFE) - 701081,DG/SC,Interior
1009,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
1010,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/LAJ,Interior
1011,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/AP,Interior
1012,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
1013,PEDAGOGO-AREA (PCIFE) - 701058,DG/SC,Interior
1014,ENFERMEIRO-AREA (PCIFE) - 701029,DG/MO,Interior
1015,TECNICO EM ENFERMAGEM (PCIFE) - 701233,CSGA,Interior
1016,AUX EM ADMINISTRACAO (PCIFE) - 701405,CM,Interior
1017,ADMINISTRADOR (PCIFE) - 701001,RE,Capital
1018,PEDAGOGO-AREA (PCIFE) - 701058,DG/MC,Interior
1019,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
1020,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
1021,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
1022,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
1023,REVISOR DE TEXTOS (PCIFE) - 701073,RE,Capital
1024,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/IP,Interior
1025,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/PF,Interior
1026,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
1027,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/LAJ,Interior
1028,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/PF,Interior
1029,JORNALISTA (PCIFE) - 701045,DG/CNAT,Capital
