id_anonimo,cargo,lotacao,tipo_campus
345,DESENHISTA-PROJETISTA (PCIFE) - 701203,DG/CNAT,Capital
346,PEDAGOGO-AREA (PCIFE) - 701058,DG/ZN,Capital
347,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
348,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
349,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
350,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/CNAT,Capital
351,PSICOLOGO-AREA (PCIFE) - 701060,DG/JC,Interior
352,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/CN,Interior
353,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/CNAT,Capital
354,TECNOLOGO-FORMACAO (PCIFE) - 701081,CM,Interior
355,MEDICO - PCCTAE (PCMED) - 647001,DG/ZN,Capital
356,TECNICO EM ENFERMAGEM (PCIFE) - 701233,CCAL,Capital
357,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
358,AUX EM ADMINISTRACAO (PCIFE) - 701405,CSGA,Interior
359,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
360,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/ZL,Capital
361,AGENTE ADMINISTRATIVO (PECSU) - 474050,PAR,Interior
362,CONTADOR (PCIFE) - 701015,NC,Interior
363,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/MC,Interior
364,ADMINISTRADOR (PCIFE) - 701001,DG/CANG,Interior
365,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/CNAT,Capital
366,PSICOLOGO-AREA (PCIFE) - 701060,CCAL,Capital
367,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/CNAT,Capital
368,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/SC,Interior
369,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
370,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
371,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
372,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
373,ECONOMISTA (PCIFE) - 701026,DG/CNAT,Capital
374,ASSISTENTE DE LABORATORIO (PCIFE) - 701437,DG/CANG,Interior
375,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CSGA,Interior
376,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
377,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
378,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
379,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SPO,Interior
380,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/SPO,Interior
381,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
382,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
383,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PF,Interior
384,TECNICO EM ALIMENTOS E LATICINIOS (PCIFE) - 701215,DG/PAAS,Interior
385,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PAR,Interior
386,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/LAJ,Interior
387,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/MC,Interior
388,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/SPO,Interior
389,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CN,Interior
390,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
391,PSICOLOGO-AREA (PCIFE) - 701060,DG/AP,Interior
392,SECRETARIO EXECUTIVO (PCIFE) - 701076,RE,Capital
393,AUXILIAR EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701408,CM,Interior
394,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
395,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
396,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/ZL,Capital
397,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
398,AUDITOR (PCIFE) - 701009,RE,Capital
399,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,RE,Capital
400,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
401,PEDAGOGO-AREA (PCIFE) - 701058,DG/LAJ,Interior
402,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,NC,Interior
403,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/CNAT,Capital
404,CONTADOR (PCIFE) - 701015,DG/PF,Interior
405,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DIAD/CAL,Capital
406,TELEFONISTA (PCIFE) - 701464,DG/CNAT,Capital
407,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,RE,Capital
408,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
409,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/PAAS,Interior
410,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
411,ADMINISTRADOR (PCIFE) - 701001,RE,Capital
412,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/AP,Interior
413,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
414,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CNAT,Capital
415,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
416,AUXILIAR DE ARTES GRAFICAS (PCIFE) - 701657,DG/MO,Interior
417,SERVENTE DE LIMPEZA (PCIFE) - 701823,DG/CNAT,Capital
418,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
419,AUDITOR (PCIFE) - 701009,RE,Capital
420,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
421,AUXILIAR DE ELETRICISTA (PCIFE) - 701616,DG/CNAT,Capital
422,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,DG/LAJ,Interior
423,IMPRESSOR (PCIFE) - 701436,DG/CNAT,Capital
424,OPERADOR DE MAQUINA COPIADORA (PCIFE) - 701454,DG/MO,Interior
425,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
426,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/AP,Interior
427,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
428,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/PAAS,Interior
429,AUX EM ADMINISTRACAO (PCIFE) - 701405,CSGA,Interior
430,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CNAT,Capital
431,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/SPO,Interior
432,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
433,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PF,Interior
434,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PF,Interior
435,TECNICO EM CONTABILIDADE (PCIFE) - 701224,CM,Interior
436,ASSISTENTE DE ALUNO (PCIFE) - 701403,CSGA,Interior
437,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/PF,Interior
438,TECNICO EM AGROPECUARIA (PCIFE) - 701214,DG/PF,Interior
439,MEDICO - PCCTAE (PCMED) - 647001,DG/MO,Interior
440,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/JC,Interior
441,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/SC,Interior
442,ENGENHEIRO-AREA (PCIFE) - 701031,RE,Capital
443,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/CNAT,Capital
444,ADMINISTRADOR (PCIFE) - 701001,DG/CN,Interior
445,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
446,CONTADOR (PCIFE) - 701015,CSGA,Interior
447,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PAR,Interior
448,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PAR,Interior
449,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,SPP,Interior
450,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/PF,Interior
451,ADMINISTRADOR (PCIFE) - 701001,DG/CNAT,Capital
452,TECNICO EM CONTABILIDADE (PCIFE) - 701224,DG/IP,Interior
453,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
454,MEDICO - PCCTAE (PCMED) - 647001,DG/PF,Interior
455,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
456,VIGILANTE (PCIFE) - 701269,CNAT,Capital
457,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,CM,Interior
458,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
459,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/PF,Interior
460,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,NC,Interior
461,AUDITOR (PCIFE) - 701009,RE,Capital
462,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
463,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
464,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
465,TECNICO EM AUDIOVISUAL (PCIFE) - 701221,RE,Capital
466,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/ZN,Capital
467,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
468,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/AP,Interior
469,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
470,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,CCAL,Capital
471,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
472,PRODUTOR CULTURAL (PCIFE) - 701061,CCAL,Capital
473,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/AP,Interior
474,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
475,PEDAGOGO-AREA (PCIFE) - 701058,DG/MO,Interior
476,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
477,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
478,TECNICO EM AUDIOVISUAL (PCIFE) - 701221,DG/ZL,Capital
479,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
480,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
481,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAAS,Interior
482,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,DG/LAJ,Interior
483,PSICOLOGO-AREA (PCIFE) - 701060,DG/MO,Interior
484,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/PAAS,Interior
485,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
486,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
487,ENGENHEIRO DE SEG DO TRABALHO (PCIFE) - 701032,DG/CNAT,Capital
488,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
489,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,RE,Capital
490,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CANG,Interior
491,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
492,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
493,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
494,ENGENHEIRO-AREA (PCIFE) - 701031,DG/PF,Interior
495,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
496,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
497,FISIOTERAPEUTA (PCIFE) - 701038,DG/CNAT,Capital
498,ADMINISTRADOR (PCIFE) - 701001,CSGA,Interior
499,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
500,ODONTOLOGO - 30H - DEC JUD (PCIFE) - 701093,DG/SPO,Interior
501,TECNICO EM MINERACAO (PCIFE) - 701249,DG/PAAS,Interior
502,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/MO,Interior
503,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CANG,Interior
504,PEDAGOGO-AREA (PCIFE) - 701058,DG/MC,Interior
505,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CCAL,Capital
506,AUXILIAR EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701408,DG/SPO,Interior
507,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MC,Interior
508,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SPO,Interior
509,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
510,ADMINISTRADOR (PCIFE) - 701001,DG/CNAT,Capital
511,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
512,PEDAGOGO-AREA (PCIFE) - 701058,DG/CNAT,Capital
513,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,CCAL,Capital
514,ENGENHEIRO-AREA (PCIFE) - 701031,RE,Capital
515,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SPO,Interior
516,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/JC,Interior
517,TECNICO EM ENFERMAGEM (PCIFE) - 701233,CSGA,Interior
518,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
519,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CCAL,Capital
520,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,CSGA,Interior
521,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
522,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
523,TECNICO EM SECRETARIADO (PCIFE) - 701275,DG/LAJ,Interior
524,CARPINTEIRO (PCIFE) - 701627,DG/CNAT,Capital
525,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
526,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CNAT,Capital
527,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
528,AUDITOR (PCIFE) - 701009,RE,Capital
529,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,ZN,Capital
530,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/AP,Interior
531,ENGENHEIRO-AREA (PCIFE) - 701031,DG/CNAT,Capital
532,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
533,SECRETARIO EXECUTIVO (PCIFE) - 701076,CM,Interior
534,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
535,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CN,Interior
536,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/CANG,Interior
537,AUDITOR (PCIFE) - 701009,RE,Capital
538,ADMINISTRADOR (PCIFE) - 701001,DG/PAR,Interior
539,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/PAR,Interior
540,TECNICO EM CONTABILIDADE (PCIFE) - 701224,DG/PAAS,Interior
541,TECNICO EM AUDIOVISUAL (PCIFE) - 701221,RE,Capital
542,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CM,Interior
543,PROCURADOR FEDERAL (CAJ) - 408001,RE,Capital
544,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PAR,Interior
545,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,RE,Capital
546,PSICOLOGO-AREA (PCIFE) - 701060,CSGA,Interior
547,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
548,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
549,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/AP,Interior
550,SERVENTE DE LIMPEZA (PCIFE) - 701823,DG/CNAT,Capital
551,PEDAGOGO-AREA (PCIFE) - 701058,DG/JC,Interior
552,PSICOLOGO-AREA (PCIFE) - 701060,DG/SPO,Interior
553,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
554,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/CN,Interior
555,MEDICO - PCCTAE (PCMED) - 647001,CSGA,Interior
556,TECNICO EM SECRETARIADO (PCIFE) - 701275,DG/CANG,Interior
557,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PF,Interior
558,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/PAAS,Interior
559,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
560,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/LAJ,Interior
561,AUX EM ADMINISTRACAO (PCIFE) - 701405,CSGA,Interior
562,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/PF,Interior
563,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
564,CONTADOR (PCIFE) - 701015,DG/CN,Interior
565,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
566,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
567,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
568,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
569,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
570,TECNICO EM QUIMICA (PCIFE) - 701256,DG/MC,Interior
571,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
572,TECNICO EM ENFERMAGEM (PCIFE) - 701233,DG/PAAS,Interior
573,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/AP,Interior
574,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PF,Interior
575,ODONTOLOGO - 40 HORAS (PCIFE) - 701064,CM,Interior
576,ASSISTENTE DE LABORATORIO (PCIFE) - 701437,CM,Interior
577,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/AP,Interior
578,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,CCAL,Capital
579,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/ZL,Capital
580,TEC EM SEGURANCA DO TRABALHO (PCIFE) - 701262,DG/MO,Interior
581,AUX EM ADMINISTRACAO (PCIFE) - 701405,CCAL,Capital
582,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CA,Interior
583,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
584,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZL,Capital
585,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/ZN,Capital
586,ENFERMEIRO-AREA (PCIFE) - 701029,DG/LAJ,Interior
587,VIGILANTE (PCIFE) - 701269,DG/MO,Interior
588,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
589,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
590,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/IP,Interior
591,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
592,ASSISTENTE DE ALUNO (PCIFE) - 701403,CM,Interior
593,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
594,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/MC,Interior
595,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
596,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/MC,Interior
597,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/IP,Interior
598,PSICOLOGO-AREA (PCIFE) - 701060,DG/CA,Interior
599,TECNICO EM AUDIOVISUAL (PCIFE) - 701221,CSGA,Interior
600,ENGENHEIRO-AREA (PCIFE) - 701031,DG/SPO,Interior
601,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
602,ADMINISTRADOR (PCIFE) - 701001,DG/MO,Interior
603,MEDICO - PCCTAE (PCMED) - 647001,DG/IP,Interior
604,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
605,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/MO,Interior
606,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/SPO,Interior
607,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,RE,Capital
608,PORTEIRO (PCIFE) - 701458,DG/MO,Interior
609,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CA,Interior
610,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/ZL,Capital
611,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CANG,Interior
612,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
613,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,RE,Capital
614,MEDICO - PCCTAE (PCMED) - 647001,DG/PAR,Interior
615,ADMINISTRADOR (PCIFE) - 701001,DG/PAAS,Interior
616,BIBLIOTECARIO-DOCUMENTALISTA (PCIFE) - 701010,DG/CNAT,Capital
617,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/PAR,Interior
618,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CN,Interior
619,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
620,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/CNAT,Capital
621,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CANG,Interior
622,TECNICO EM CONTABILIDADE (PCIFE) - 701224,DG/MO,Interior
623,DIAGRAMADOR (PCIFE) - 701205,RE,Capital
624,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CA,Interior
625,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/SC,Interior
626,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CN,Interior
627,AUX EM ADMINISTRACAO (PCIFE) - 701405,RE,Capital
628,ADMINISTRADOR (PCIFE) - 701001,DG/AP,Interior
629,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/PAAS,Interior
630,AUDITOR (PCIFE) - 701009,RE,Capital
631,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
632,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
633,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
634,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/IP,Interior
635,JORNALISTA (PCIFE) - 701045,RE,Capital
636,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
637,ANALISTA DE TEC DA INFORMACAO (PCIFE) - 701062,RE,Capital
638,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/JC,Interior
639,AUXILIAR DE BIBLIOTECA (PCIFE) - 701409,DG/AP,Interior
640,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/IP,Interior
641,AUDITOR (PCIFE) - 701009,RE,Capital
642,TEC DE TECNOLOGIA DA INFORMACAO (PCIFE) - 701226,DG/MO,Interior
643,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/PAR,Interior
644,SERVENTE DE OBRAS (PCIFE) - 701824,DG/CNAT,Capital
645,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
646,TECNICO EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701079,DG/JC,Interior
647,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/JC,Interior
648,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZN,Capital
649,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
650,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CN,Interior
651,ENFERMEIRO-AREA (PCIFE) - 701029,DG/PAAS,Interior
652,AUXILIAR EM ASSUNTOS EDUCACIONAIS (PCIFE) - 701408,DG/SPO,Interior
653,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/IP,Interior
654,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,DG/CNAT,Capital
655,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,NC,Interior
656,TECNICO EM AUDIOVISUAL (PCIFE) - 701221,DG/ZL,Capital
657,PROGRAMADOR VISUAL (PCIFE) - 701066,RE,Capital
658,VIGILANTE (PCIFE) - 701269,DG/CNAT,Capital
659,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
660,TECNICO EM SECRETARIADO (PCIFE) - 701275,DG/MO,Interior
661,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/SC,Interior
662,CONTADOR (PCIFE) - 701015,CM,Interior
663,NUTRICIONISTA-HABILITACAO (PCIFE) - 701055,DG/CANG,Interior
664,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/MO,Interior
665,PSICOLOGO-AREA (PCIFE) - 701060,DG/CNAT,Capital
666,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
667,TRADUTOR INTERPRETE DE LINGUAGEM SINAIS (PCIFE) - 701266,DG/CNAT,Capital
668,TECNICO EM ALIMENTOS E LATICINIOS (PCIFE) - 701215,DG/PF,Interior
669,AUX EM ADMINISTRACAO (PCIFE) - 701405,DG/CANG,Interior
670,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/ZL,Capital
671,AUDITOR (PCIFE) - 701009,RE,Capital
672,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PAR,Interior
673,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/PAR,Interior
674,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/CNAT,Capital
675,PEDAGOGO-AREA (PCIFE) - 701058,DG/PAR,Interior
676,ASSISTENTE DE ALUNO (PCIFE) - 701403,DG/IP,Interior
677,ADMINISTRADOR (PCIFE) - 701001,DG/PAR,Interior
678,ASSISTENTE SOCIAL (PCIFE) - 701006,DG/PAAS,Interior
679,PEDAGOGO-AREA (PCIFE) - 701058,NC,Interior
680,MEDICO - PCCTAE (PCMED) - 647001,DG/CN,Interior
681,ASSISTENTE DE ALUNO (PCIFE) - 701403,CCAL,Capital
682,ENGENHEIRO-AREA (PCIFE) - 701031,DG/ZN,Capital
683,PORTEIRO (PCIFE) - 701458,RE,Capital
684,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/AP,Interior
685,TECNICO DE LABORATORIO AREA (PCIFE) - 701244,CCAL,Capital
686,ASSISTENTE EM ADMINISTRACAO (PCIFE) - 701200,DG/PF,Interior
687,AUX EM ADMINISTRACAO (PCIFE) - 701405,CCAL,Capital
